dataset,stress,forecaster,imputation,eval_windows,mse,mae,capacity_cost,capacity_under_rate,capacity_over_rate,latency_p50_ms,latency_p95_ms,latency_mean_ms
alibaba2018,missing_30,dlinear,none,12000,1.0173346996307373,0.8540469408035278,16.110523223876953,0.22860069444444445,0.7700555555555556,0.51785001414828,7.126060020527799,1.7815150000387803
alibaba2018,missing_30,dlinear,forward_fill,12000,1.0413264036178589,0.8565616011619568,5.461155891418457,0.20797916666666666,0.7920104166666667,0.19545000395737588,0.5951500352239217,0.30969249783083797
alibaba2018,missing_30,dlinear,mean,12000,1.0489962100982666,0.8585804104804993,4.807229518890381,0.20603472222222222,0.7939652777777778,0.18200001795776188,1.6806750063551588,0.43562500359257683
alibaba2018,missing_30,dlinear,learned_mask_imputer,12000,0.9849159121513367,0.8345339894294739,6.891400337219238,0.21330555555555555,0.7820590277777778,0.18010000349022448,0.6253550265682856,0.2589749958133325
alibaba2018,missing_30,patchtst,none,12000,0.3898693919181824,0.48927977681159973,12.900949478149414,0.23810069444444446,0.7605277777777778,3.5292499815113842,23.292565025621997,6.78612000629073
alibaba2018,missing_30,patchtst,forward_fill,12000,0.30073872208595276,0.4083274304866791,1.0482722520828247,0.20792013888888888,0.7697256944444445,6.689750007353723,23.374660007539187,8.333657502953429
alibaba2018,missing_30,patchtst,mean,12000,0.30548331141471863,0.412363201379776,1.0457491874694824,0.20538541666666665,0.7731597222222222,2.3304499918594956,5.279310012701897,2.7601149966358207
alibaba2018,missing_30,patchtst,learned_mask_imputer,12000,0.3362121284008026,0.4498477876186371,2.668243646621704,0.19520138888888888,0.7929583333333333,4.251000005751848,11.502845006179989,4.933607501152437
alibaba2018,missing_variables_30,dlinear,none,12000,1.0472551584243774,0.8581058979034424,15.356345176696777,0.22961805555555556,0.76953125,0.22945000091567636,1.2296100088860837,0.42585000628605485
alibaba2018,missing_variables_30,dlinear,forward_fill,12000,1.0548169612884521,0.8613328337669373,17.40985107421875,0.2298125,0.7695138888888889,0.15755000640638173,1.2285800272366014,0.33544750622240826
alibaba2018,missing_variables_30,dlinear,mean,12000,1.0467331409454346,0.8573709726333618,15.975125312805176,0.2285451388888889,0.7706215277777778,0.1737999846227467,1.3350849796552198,0.33182000188389793
alibaba2018,missing_variables_30,dlinear,learned_mask_imputer,12000,0.9972230792045593,0.8363026976585388,6.581511974334717,0.21430208333333334,0.7798333333333334,0.2614499826449901,1.6553400084376302,0.48672749544493854
alibaba2018,missing_variables_30,patchtst,none,12000,0.552740752696991,0.5571985244750977,17.502761840820312,0.26944097222222224,0.7239166666666667,4.50785001157783,8.609139977488665,4.782400005206
alibaba2018,missing_variables_30,patchtst,forward_fill,12000,0.539119303226471,0.5498509407043457,16.453495025634766,0.271,0.7212847222222222,2.9207500047050416,11.397960031172257,4.1496425023069605
alibaba2018,missing_variables_30,patchtst,mean,12000,0.5426467657089233,0.5515503883361816,16.51201820373535,0.2689722222222222,0.7236041666666667,8.242800016887486,83.96072001196441,22.654877505556215
alibaba2018,missing_variables_30,patchtst,learned_mask_imputer,12000,0.4085378348827362,0.48569515347480774,3.202601194381714,0.22425,0.7589930555555555,4.101049999007955,11.255794999306065,5.481882506865077
salesforce_borg,missing_30,dlinear,none,12000,0.21517303586006165,0.34380030632019043,5.718380928039551,0.22165277777777778,0.7783472222222222,0.17329998081550002,0.9226499765645708,0.3578975039999932
salesforce_borg,missing_30,dlinear,forward_fill,12000,0.17429669201374054,0.2468932867050171,1.794325590133667,0.15044444444444444,0.8495555555555555,0.225499999942258,1.331334983115082,0.39113249513320625
salesforce_borg,missing_30,dlinear,mean,12000,0.1744973212480545,0.24450978636741638,1.7282465696334839,0.1503298611111111,0.8496701388888889,0.20925002172589302,3.3646049851085977,0.667090002389159
salesforce_borg,missing_30,dlinear,learned_mask_imputer,12000,0.17158927023410797,0.2657029330730438,2.4964866638183594,0.1421111111111111,0.8578888888888889,0.14534997171722353,0.3880350093822919,0.2005275004194118
salesforce_borg,missing_30,patchtst,none,12000,0.088355652987957,0.2182694375514984,2.033048629760742,0.35492708333333334,0.6450590277777778,8.267700002761558,21.631194991641678,9.196612492087297
salesforce_borg,missing_30,patchtst,forward_fill,12000,0.05328422784805298,0.14556218683719635,0.7866446375846863,0.2975347222222222,0.7024618055555556,4.057949990965426,17.662215011660003,7.200912502594292
salesforce_borg,missing_30,patchtst,mean,12000,0.05388651788234711,0.14391657710075378,0.7794337272644043,0.3082708333333333,0.6917256944444444,4.367399989860132,12.054099972010578,5.948630000057165
salesforce_borg,missing_30,patchtst,learned_mask_imputer,12000,0.07061310857534409,0.1787286102771759,1.0007306337356567,0.25290972222222224,0.7470798611111111,4.855150007642806,45.558700014953416,11.77469749818556
salesforce_borg,missing_variables_30,dlinear,none,12000,0.3093244433403015,0.40141212940216064,6.211783409118652,0.2840798611111111,0.7159201388888888,0.2983500307891518,2.5317699706647523,0.8776899936492555
salesforce_borg,missing_variables_30,dlinear,forward_fill,12000,0.30481716990470886,0.39739522337913513,6.089793682098389,0.28216319444444443,0.7178333333333333,0.18649999401532114,0.5439199798274783,0.2511424943804741
salesforce_borg,missing_variables_30,dlinear,mean,12000,0.30577388405799866,0.39871498942375183,6.123486518859863,0.2839409722222222,0.7160555555555556,0.16754999523982406,0.3716850100317968,0.20122249698033556
salesforce_borg,missing_variables_30,dlinear,learned_mask_imputer,12000,0.20197083055973053,0.2802038788795471,2.663264513015747,0.17861805555555554,0.8213784722222223,0.18784997519105673,0.7226500165415918,0.27803500124718994
salesforce_borg,missing_variables_30,patchtst,none,12000,0.27816227078437805,0.37316781282424927,4.981528282165527,0.4324618055555556,0.5675104166666667,3.809599991654977,7.94411000679247,4.3996474938467145
salesforce_borg,missing_variables_30,patchtst,forward_fill,12000,0.28526240587234497,0.37686821818351746,5.070237636566162,0.4312916666666667,0.5686944444444444,5.792199983261526,13.320985043537794,6.380475001060404
salesforce_borg,missing_variables_30,patchtst,mean,12000,0.2825193703174591,0.3712941110134125,4.974231719970703,0.43113541666666666,0.56884375,4.75074996938929,25.57885498099489,8.437667500402313
salesforce_borg,missing_variables_30,patchtst,learned_mask_imputer,12000,0.13789455592632294,0.22373907268047333,1.3129979372024536,0.2809548611111111,0.7190416666666667,3.011950000654906,22.22724500752516,5.996667506406084
